🚦免费直播接口🚦,#genre#
云南卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227028/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EGfQPqRNVeBjTMsZ48qu0SA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
青海卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227017/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EacviHy_ucMT27Ymf2iLtZA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
新疆卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227011/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ExAUu61iVvo_xYbANWJhgXw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
西藏卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227033/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EdeTB7OZ9G_VNk5C3t96fQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
延边卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227045/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eq0D3NdTUN7FuRzr8eJsbQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
大湾区卫视,https://www.freetv.top/migu/608917627.m3u8?migutoken=96c044aff7a3dfdb93701c147e1b2fd63815eeeb10e81e9fa132537dee8d053c5a2ef8c0218a6ed7c798357d31ec2bdbe9ca5b8022ca357699bea41036e3454187119c83c0417fc77ec0e1ad46
康巴卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227027/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkHMvBpWz4rccMxNvSRekpQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CETV-1,https://www.freetv.top/migu/923287154.m3u8?migutoken=78f50352a7cd31789c5630e26db22a68d0e95764625968866670d62fe11d3c2cf85c6202a0d77621fe68c14db00f48e4a0f674550847a0ec276931ac69f197be9772cc2f401ac8f70c883b8de4
CETV-2,https://www.freetv.top/migu/923287211.m3u8?migutoken=5112e93456a6ca2cfdfedd2656549ab2296d28b9191a10cc6062679b0708bac8792d8e781671232289cc66e80196819ba46d68a5807042daa5087691bedd873ea6f85f77fc430e2dd62968376c
CETV-3,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226577/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EhE2Z89HKgsQOlN9opVn1iw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN03yUnk4zBVk1bynPPL3hZ%2CEND
CETV-4,https://www.freetv.top/migu/923287339.m3u8?migutoken=28396518b71b9f20f056c4a08b70e9be4ed200bc7ef58cd9aab48a447bad9264ea49525359727a3c174165e0df7e08129ba710fe2a0227ef7cd7b5ecb799488965d850e7f857273baefe9ff9a9
金色学堂,https://www.freetv.top/migu/713591450.m3u8?migutoken=f8794f77b67ae515abd96bfe9ae46bd6d06e1170a941a89710b5482a9514bae828560b68860df7f36d8ef376e22b38f0a9b6f82b6ad6160d102082088b7ac16708fbda566f80273a841b7bed96
乐游频道,https://www.freetv.top/migu/796070452.m3u8?migutoken=ef95f17f598f9677db9b0cb2f108a68ed458045678da683bcdd42cc5c1e10dee57c42cf66e3b69e532d02a9c464756c39e581ecd1373d0d867c4ea0796989449990a91205d000729264113d1b3
欢笑剧场,https://www.freetv.top/migu/790187880.m3u8?migutoken=9870083a59b6397b9831050f20461907fdb3cdf1f2fc9c70781283b7c176705d477340a19af4e15b70d9f35891336616b48617044bb9d15c99da4983c2d4bbb0662bfef78eecf6357ee888ebb2
嘉佳卡通,https://www.freetv.top/migu/614952364.m3u8?migutoken=761aeb6a8c0c6c077e4492cc2bcb0aceab578aade3919effa3f1e444fd86bb1e5b5a7871b4ff07a84dee2e4f7d928e5093cb9dd429fb6a537b1a8352d55c755bee2ebd153b7c6407576949fea9
游戏风云,https://www.freetv.top/migu/790188417.m3u8?migutoken=9eda384d8c304d8341644a187a3cfc138d435c730c442bca5074eb24d6810514a43dfbb86a1b3611f52cee292f1651a0bee0486e95c8fd168652fa6666d1ef740942ae1b593e76db71c342e05c
上海新闻,https://www.freetv.top/migu/651632657.m3u8?migutoken=b7ffa8af4c602c2ef02f0e06472c9fc2efa6433812a2de3a76822789e63f67e9f091134f10ffcd01b63a03987184a50ff5ceefaf0d1f96b84b92b55ea14247ca905101e1dab088ea2405dcdb99
东方影视,https://www.freetv.top/migu/617290047.m3u8?migutoken=e7e01c3ebd618469e896f196235821f0a142f507e278e5f11f254cf4fd3b1bca2934b60acc28d3519e41473a141ea6a5d18382bb809bc3a0e1cbd0af855b4476cf98d0f192bc20fadeddde983e
法治天地,https://www.freetv.top/migu/790188943.m3u8?migutoken=582c263957ee7c62815362874c6b7eefc3ec0cd1d4e56e154f05ec6852bb3f77e1151d9bb9822f8f432092adaceb6e529806cc1cc3c8cae186de534665c33754286088293db0fd245d47508e0d
第一财经,https://www.freetv.top/migu/608780988.m3u8?migutoken=b5c52434906002be5068db4342f45edb1e3eab271722a65170ad5030ee62cb6a54710bbe6aba09ef3acdbe1d8054880b591f619471f4d893b737cbb243e930b1592ca5bc36af936511d7a0f8ae








🇨🇳央视备用频道🇨🇳,#genre#
CCTV1 综合,http://122.241.207.200:5000/TVOD/6000000001000029752/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000018602/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000002226/bestzb/index.m3u8$7.5M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265001/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000030810/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000021973/ystenlive/index.m3u8$4M1080_易视腾
CCTV2 财经,http://122.241.207.200:5000/TVOD/6000000001000014161/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000023315/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000011000031101/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265002/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/1000000001000012442/ystenlive/index.m3u8$4M1080_易视腾
CCTV3 综艺,http://122.241.207.200:5000/TVOD/6000000001000022313/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000013682/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000008883/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265003/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000002000020548/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000011218/ystenlive/index.m3u8$4M1080_易视腾
CCTV4 中文国际,http://122.241.207.200:5000/TVOD/5000000011000031102/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265004/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/1000000002000031664/ystenlive/index.m3u8$4M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000005000030093/bestzb/index.m3u8$4M720_百视通
CCTV5 体育,http://122.241.207.200:5000/TVOD/1000000005000025222/ystenlive/index.m3u8$12M1080_易视腾#http://122.241.207.200:5000/TVOD/6000000001000016431/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000003000030177/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000008885/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265005/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000016619/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000004794/ystenlive/index.m3u8$4M1080_易视腾
CCTV5+ 体育赛事,http://122.241.207.200:5000/TVOD/6000000001000015875/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000018504/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000011000031127/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265016/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/1000000001000020505/ystenlive/index.m3u8$4M1080_易视腾
CCTV6 电影,http://122.241.207.200:5000/TVOD/6000000001000004574/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000001737/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000008886/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265006/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000018433/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000016466/ystenlive/index.m3u8$4M1080_易视腾
CCTV7 国防军事,http://122.241.207.200:5000/TVOD/6000000001000009055/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000024341/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000011000031104/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265007/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/1000000001000017218/ystenlive/index.m3u8$4M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000005000026715/bestzb/index.m3u8$4M720_百视通
CCTV8 电视剧,http://122.241.207.200:5000/TVOD/6000000001000001070/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000031433/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000008888/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265008/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000018377/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000003736/ystenlive/index.m3u8$4M1080_易视腾
CCTV9 记录,http://122.241.207.200:5000/TVOD/6000000001000032162/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000014583/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/1000000005000265009/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000018384/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000028286/ystenlive/index.m3u8$4M1080_易视腾
CCTV10 科教,http://122.241.207.200:5000/TVOD/5000000004000012827/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/6000000001000031506/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000023734/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/1000000005000265010/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000016738/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000026367/ystenlive/index.m3u8$4M1080_易视腾
CCTV11 戏曲,http://122.241.207.200:5000/TVOD/5000000011000031106/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265011/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040011/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000019789/ystenlive/index.m3u8$4M1080_易视腾
CCTV12 社会与法,http://122.241.207.200:5000/TVOD/6000000001000022586/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000032494/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000011000031107/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265012/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/1000000001000001640/ystenlive/index.m3u8$4M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040012/bestzb/index.m3u8$4M540_百视通
CCTV13 新闻,http://122.241.207.200:5000/TVOD/5000000011000031108/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/5000000005000001827/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000021303/ystenlive/index.m3u8$4M1080_易视腾
CCTV14 少儿,http://122.241.207.200:5000/TVOD/5000000004000006673/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/6000000001000013647/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000008170/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/1000000005000265013/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000023358/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000021349/ystenlive/index.m3u8$4M1080_易视腾
CCTV15 音乐,http://122.241.207.200:5000/TVOD/5000000011000031109/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265014/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/1000000002000008163/ystenlive/index.m3u8$4M1080_易视腾
CCTV16 奥林匹克,http://122.241.207.200:5000/TVOD/1000000006000233002/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000008000023253/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000006000233001/ystenlive/index.m3u8$4M1080_易视腾
CCTV17 农业农村,http://122.241.207.200:5000/TVOD/1000000006000268004/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/1000000005000265015/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/1000000005000056836/ystenlive/index.m3u8$4M1080_易视腾










🇨🇳卫视备用频道🇨🇳,#genre#
安徽卫视,http://122.241.207.200:5000/TVOD/6000000001000009954/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000030159/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000023002/bestzb/index.m3u8$7.5M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265025/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000001000027288/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000020780/ystenlive/index.m3u8$4M1080_易视腾
北京纪实科教,http://122.241.207.200:5000/TVOD/1000000001000001910/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000011000031204/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/2000000002000000065/hnbblive/index.m3u8$6.8M1080_湖南bblive#http://122.241.207.200:5000/TVOD/1000000005000265020/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/2000000003000000026/hnbblive/index.m3u8$4M1080_湖南bblive#http://122.241.207.200:5000/TVOD/1000000001000028380/ystenlive/index.m3u8$4M1080_易视腾
北京卡酷少儿,http://122.241.207.200:5000/TVOD/7851974109718180595/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000002413/ystenlive/index.m3u8$4M576_易视腾#http://122.241.207.200:5000/TVOD/6000000003000002709/wasusyt/index.m3u8$1.8M576_华数
北京卫视,http://122.241.207.200:5000/TVOD/6000000001000020451/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000021288/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000031556/bestzb/index.m3u8$7.5M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265027/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000011502/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000017156/ystenlive/index.m3u8$4M1080_易视腾
兵团卫视,http://122.241.207.200:5000/TVOD/1000000005000266005/ystenlive/index.m3u8$4M576_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040020/bestzb/index.m3u8$4M540_百视通
福建东南卫视,http://122.241.207.200:5000/TVOD/5000000004000010584/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265033/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000001000005829/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000009263/ystenlive/index.m3u8$4M1080_易视腾
甘肃卫视,http://122.241.207.200:5000/TVOD/5000000011000031121/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000017827/ystenlive/index.m3u8$4M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040021/bestzb/index.m3u8$4M540_百视通
广东大湾区卫视,http://122.241.207.200:5000/TVOD/2000000003000000045/hnbblive/index.m3u8$4M576_湖南bblive#http://122.241.207.200:5000/TVOD/1000000002000011619/ystenlive/index.m3u8$4M576_易视腾
广东嘉佳卡通,http://122.241.207.200:5000/TVOD/1000000002000025964/ystenlive/index.m3u8$4M576_易视腾#http://122.241.207.200:5000/TVOD/6000000003000025508/wasusyt/index.m3u8$1.8M576_华数
广东卫视,http://122.241.207.200:5000/TVOD/5000000004000014694/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/6000000001000031076/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000014176/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/1000000005000265034/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000030417/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000028357/ystenlive/index.m3u8$4M1080_易视腾
广东珠江,http://122.241.207.200:5000/TVOD/2000000003000000033/hnbblive/index.m3u8$2.5M720_湖南bblive#http://122.241.207.200:5000/TVOD/1000000004000011655/ystenlive/index.m3u8$2.5M720_易视腾
广西卫视,http://122.241.207.200:5000/TVOD/5000000011000031118/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000019837/ystenlive/index.m3u8$4M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040014/bestzb/index.m3u8$4M540_百视通
贵州卫视,http://122.241.207.200:5000/TVOD/5000000004000025843/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000003169/ystenlive/index.m3u8$4M1080_易视腾
海南卫视,http://122.241.207.200:5000/TVOD/5000000004000006211/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000023773/ystenlive/index.m3u8$4M1080_易视腾
河北卫视,http://122.241.207.200:5000/TVOD/5000000006000040016/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000017118/ystenlive/index.m3u8$4M1080_易视腾
河南卫视,http://122.241.207.200:5000/TVOD/5000000011000031119/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000027731/ystenlive/index.m3u8$4M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000005000017925/bestzb/index.m3u8$4M720_百视通
黑龙江卫视,http://122.241.207.200:5000/TVOD/6000000001000016510/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000001925/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000025203/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265029/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000031107/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000009082/ystenlive/index.m3u8$4M1080_易视腾
湖北卫视,http://122.241.207.200:5000/TVOD/6000000001000015436/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000024621/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000014954/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265023/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000022140/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000010355/ystenlive/index.m3u8$4M1080_易视腾
湖南茶频道,http://122.241.207.200:5000/TVOD/5000000011000031209/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/2000000002000000070/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南金鹰纪实,http://122.241.207.200:5000/TVOD/5000000011000031203/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000011724/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://122.241.207.200:5000/TVOD/1000000002000016601/ystenlive/index.m3u8$4M576_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040024/bestzb/index.m3u8$4M540_百视通#http://122.241.207.200:5000/TVOD/6000000003000016791/wasusyt/index.m3u8$1.8M576_华数
湖南快乐垂钓,http://122.241.207.200:5000/TVOD/5000000011000031206/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/2000000002000000067/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南卫视,http://122.241.207.200:5000/TVOD/5000000004000006692/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/6000000001000018044/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000032695/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/1000000005000265024/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000030452/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000009115/ystenlive/index.m3u8$4M1080_易视腾
吉林卫视,http://122.241.207.200:5000/TVOD/5000000011000031117/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000027730/ystenlive/index.m3u8$4M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040013/bestzb/index.m3u8$4M540_百视通
吉林延边卫视,http://122.241.207.200:5000/TVOD/2000000003000000049/hnbblive/index.m3u8$4M576_湖南bblive#http://122.241.207.200:5000/TVOD/1000000005000266008/ystenlive/index.m3u8$4M576_易视腾
江苏卫视,http://122.241.207.200:5000/TVOD/6000000001000014861/wasusyt/index.m3u8$8M1080_华数#http://122.241.207.200:5000/TVOD/1000000001000001828/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000019351/bestzb/index.m3u8$7.5M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265030/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000010000018509/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000004684/ystenlive/index.m3u8$4M1080_易视腾
江苏优漫卡通,http://122.241.207.200:5000/TVOD/1000000002000010063/ystenlive/index.m3u8$4M576_易视腾#http://122.241.207.200:5000/TVOD/6000000003000030492/wasusyt/index.m3u8$1.8M576_华数
江西卫视,http://122.241.207.200:5000/TVOD/1000000006000268001/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000004000011210/bestzb/index.m3u8$6.8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000005000265032/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000001000032154/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000013731/ystenlive/index.m3u8$4M1080_易视腾
辽宁卫视,http://122.241.207.200:5000/TVOD/5000000004000011671/bestzb/index.m3u8$8M1080_百视通#http://122.241.207.200:5000/TVOD/1000000001000001945/ystenlive/index.m3u8$8M1080_易视腾#http://122.241.207.200:5000/TVOD/1000000005000265022/ystenlive/index.m3u8$5.5M1080HEVC_易视腾#http://122.241.207.200:5000/TVOD/5000000001000008940/bestzb/index.m3u8$4M1080_百视通#http://122.241.207.200:5000/TVOD/1000000002000024033/ystenlive/index.m3u8$4M1080_易视腾
内蒙古卫视,http://122.241.207.200:5000/TVOD/1000000002000014080/ystenlive/index.m3u8$4M576_易视腾
宁夏卫视,http://122.241.207.200:5000/TVOD/1000000002000031451/ystenlive/index.m3u8$4M576_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040022/bestzb/index.m3u8$4M540_百视通
青海安多卫视,http://122.241.207.200:5000/TVOD/1000000005000266001/ystenlive/index.m3u8$4M576_易视腾#http://122.241.207.200:5000/TVOD/5000000006000022124/bestzb/index.m3u8$2.5M576_百视通
青海卫视,http://122.241.207.200:5000/TVOD/1000000002000013359/ystenlive/index.m3u8$4M1080_易视腾#http://122.241.207.200:5000/TVOD/5000000006000040015/bestzb/index.m3u8$4M540_百视通
